Category,Model,Model Year,Manufacturer,Fuel,All Electric Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Notes
Pickup,Sierra 4WD,2020,GMC,Ethanol (E85),,11.0,14.0,12.0,14.0,19.0,16.0,Auto,,SI,5.3L,8,,,""
Pickup,Sierra 4WD,2020,GMC,Biodiesel (B20),,,,,22.0,26.0,24.0,Auto,,CI,3.0L,6,,,""
Pickup,Sierra 4WD AT4,2020,GMC,Biodiesel (B20),,,,,22.0,26.0,24.0,Auto,,CI,3.0L,6,,,""
SUV,Yukon K1500 4WD,2020,GMC,Ethanol (E85),,11.0,16.0,13.0,15.0,21.0,17.0,Auto,,SI,5.3L,8,,,""
SUV,Yukon K1500 XL 4WD,2020,GMC,Ethanol (E85),,11.0,15.0,12.0,14.0,21.0,16.0,Auto,,SI,5.3L,8,,,""
SUV,Yukon XL C1500 2WD,2020,GMC,Ethanol (E85),,11.0,17.0,13.0,15.0,22.0,18.0,Auto,,SI,5.3L,8,,,""
SUV,Yukon XL C1500 2WD,2020,GMC,Ethanol (E85),,11.0,17.0,13.0,15.0,22.0,18.0,Auto,,SI,5.3L,8,,,""
Sedan/Wagon,Accord,2020,Honda,Hybrid Electric,,,,,48.0,47.0,48.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,Clarity,2020,Honda,Hydrogen Fuel Cell,,68.0,67.0,68.0,,,,Auto,,SI,130 kW electric motor,,,,""
Sedan/Wagon,Clarity PHEV,2020,Honda,Plug-in Hybrid Electric,48,,,110.0,44.0,40.0,42.0,Auto,,SI,1.5L,4,,,""
SUV,CR-V AWD,2020,Honda,Hybrid Electric,,,,,40.0,35.0,38.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,Insight,2020,Honda,Hybrid Electric,,,,,55.0,49.0,52.0,Auto,,SI,1.5L,4,,,""
Sedan/Wagon,Insight Touring,2020,Honda,Hybrid Electric,,,,,51.0,45.0,48.0,Auto,,SI,1.5L,4,,,""
Sedan/Wagon,Ioniq,2020,Hyundai,Hybrid Electric,,,,,55.0,54.0,55.0,Auto,,SI,1.6L,4,,,""
Sedan/Wagon,Ioniq Blue,2020,Hyundai,Hybrid Electric,,,,,57.0,59.0,58.0,Auto,,SI,1.6L,4,,,""
Sedan/Wagon,Ioniq Electric,2020,Hyundai,Electric,170,145.0,121.0,133.0,,,,Auto,,e-motor,88 kW electric motor,,,,""
Sedan/Wagon,Ioniq Plug-in Hybrid,2020,Hyundai,Plug-in Hybrid Electric,29,,,119.0,53.0,52.0,52.0,Auto,,SI,1.6L,4,,,""
SUV,Kona Electric,2020,Hyundai,Electric,258,132.0,108.0,120.0,,,,Auto,,e-motor,150 kW electric motor,,,,""
SUV,Nexo,2020,Hyundai,Hydrogen Fuel Cell,,59.0,54.0,57.0,,,,Auto,,SI,120 kW electric motor,,,,""
SUV,Nexo Blue,2020,Hyundai,Hydrogen Fuel Cell,,65.0,58.0,61.0,,,,Auto,,SI,120 kW electric motor,,,,""
Sedan/Wagon,Sonata Hybrid,2020,Hyundai,Hybrid Electric,,,,,45.0,51.0,47.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,Sonata Hybrid Blue,2020,Hyundai,Hybrid Electric,,,,,51.0,54.0,52.0,Auto,,SI,2.0L,4,,,""
SUV,I-PACE,2020,Jaguar,Electric,234,80.0,72.0,76.0,,,,Auto,,e-motor,201 kW electric motor,,,,""
SUV,Wrangler 4x4,2020,Jeep,Hybrid Electric,,,,,21.0,22.0,21.0,Auto,,SI,2.0L,4,,,""
SUV,Wrangler Unlimited 4x4,2020,Jeep,Hybrid Electric,,,,,19.0,22.0,20.0,Auto,,SI,3.6L,6,,,""
SUV,Wrangler Unlimited 4x4,2020,Jeep,Hybrid Electric,,,,,21.0,22.0,21.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,"Revero GT (21"" wheels)",2020,Karma,Plug-in Hybrid Electric,61,70.0,,,27.0,25.0,26.0,Auto,,SI,1.5L,3,,,""
Sedan/Wagon,Niro,2020,Kia,Hybrid Electric,,,,,51.0,46.0,49.0,Auto,,SI,1.6L,4,,,""
Sedan/Wagon,Niro Electric,2020,Kia,Electric,239,123.0,102.0,112.0,,,,Auto,,e-motor,150 kW electric motor,,,,""
Sedan/Wagon,Niro FE,2020,Kia,Hybrid Electric,,,,,52.0,49.0,50.0,Auto,,SI,1.6L,4,,,""
Sedan/Wagon,Niro Plug-in Hybrid,2020,Kia,Plug-in Hybrid Electric,26,,,105.0,48.0,44.0,46.0,Auto,,SI,1.6L,4,,,""
Sedan/Wagon,Niro Touring,2020,Kia,Hybrid Electric,,,,,46.0,40.0,43.0,Auto,,SI,1.6L,4,,,""
Sedan/Wagon,Optima Hybrid,2020,Kia,Hybrid Electric,,,,,41.0,45.0,42.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,Optima Plug-In Hybrid,2020,Kia,Plug-in Hybrid Electric,28,,,101.0,39.0,40.0,41.0,Auto,,SI,2.0L,4,,,""
SUV,Defender 110 MHEV,2020,Land Rover,Hybrid Electric,,,,,17.0,22.0,19.0,Auto,,CI,3.0L,6,,,""
SUV,Defender 90 MHEV,2020,Land Rover,Hybrid Electric,,,,,17.0,22.0,19.0,Auto,,CI,3.0L,6,,,""
SUV,Range Rover,2020,Land Rover,Biodiesel (B20),,,,,22.0,28.0,24.0,Auto,,CI,3.0L,6,,,""
SUV,Range Rover Discovery,2020,Land Rover,Biodiesel (B20),,,,,21.0,26.0,23.0,Auto,,CI,3.0L,6,,,""
SUV,Range Rover MHEV,2020,Land Rover,Hybrid Electric,,,,,19.0,24.0,21.0,Auto,,CI,3.0L,6,,,""
SUV,Range Rover PHEV,2020,Land Rover,Plug-in Hybrid Electric,19,,,42.0,18.0,21.0,19.0,Auto,,CI,2.0L,4,,,""
SUV,Range Rover Sport,2020,Land Rover,Biodiesel (B20),,,,,22.0,28.0,24.0,Auto,,CI,3.0L,6,,,""
SUV,Range Rover Sport MHEV,2020,Land Rover,Hybrid Electric,,,,,19.0,24.0,21.0,Auto,,CI,3.0L,6,,,""
SUV,Range Rover Sport PHEV,2020,Land Rover,Plug-in Hybrid Electric,19,,,42.0,18.0,21.0,19.0,Auto,,CI,2.0L,4,,,""
Sedan/Wagon,ES 300h,2020,Lexus,Hybrid Electric,,,,,43.0,44.0,44.0,Auto,,SI,2.5L,4,,,""
Sedan/Wagon,LC 500h,2020,Lexus,Hybrid Electric,,,,,27.0,35.0,30.0,Auto,,SI,3.5L,6,,,""
Sedan/Wagon,LS 500h,2020,Lexus,Hybrid Electric,,,,,25.0,33.0,28.0,Auto,,SI,3.5L,6,,,""
Sedan/Wagon,LS 500h AWD,2020,Lexus,Hybrid Electric,,,,,23.0,31.0,26.0,Auto,,SI,3.5L,6,,,""
SUV,NX 300h AWD,2020,Lexus,Hybrid Electric,,,,,33.0,30.0,31.0,Auto,,SI,2.5L,4,,,""
SUV,RX 450h AWD,2020,Lexus,Hybrid Electric,,,,,31.0,28.0,30.0,Auto,,SI,3.5L,6,,,""
SUV,RX 450hL AWD,2020,Lexus,Hybrid Electric,,,,,29.0,28.0,29.0,Auto,,SI,3.5L,6,,,""
Sedan/Wagon,UX 250h,2020,Lexus,Hybrid Electric,,,,,43.0,41.0,42.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,UX 250h AWD,2020,Lexus,Hybrid Electric,,,,,41.0,38.0,39.0,Auto,,SI,2.0L,4,,,""
SUV,Aviator AWD PHEV,2020,Lincoln,Plug-in Hybrid Electric,21,,,56.0,22.0,25.0,23.0,Auto,,CI,3.0L,6,,,""
Sedan/Wagon,MKZ Hybrid FWD,2020,Lincoln,Hybrid Electric,,,,,42.0,39.0,41.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,AMG CLS53 4MATIC+,2020,Mercedes-Benz,Hybrid Electric,,,,,21.0,27.0,23.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,AMG E53 4MATIC+,2020,Mercedes-Benz,Hybrid Electric,,,,,21.0,28.0,24.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,AMG E53 4MATIC+ (Convertible),2020,Mercedes-Benz,Hybrid Electric,,,,,20.0,26.0,23.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,AMG E53 4MATIC+ (Coupe),2020,Mercedes-Benz,Hybrid Electric,,,,,21.0,28.0,23.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,AMG GT 53 4MATIC+,2020,Mercedes-Benz,Hybrid Electric,,,,,19.0,24.0,21.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,CLS 450,2020,Mercedes-Benz,Hybrid Electric,,,,,24.0,31.0,26.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,CLS 450 4MATIC,2020,Mercedes-Benz,Hybrid Electric,,,,,23.0,30.0,26.0,Auto,,SI,3.0L,6,,,""
SUV,GLC 350e 4MATIC,2020,Mercedes-Benz,Plug-in Hybrid Electric,22,,,68.0,23.0,28.0,25.0,Auto,,SI,2.0L ,4,,,""
SUV,GLE 450 4MATIC,2020,Mercedes-Benz,Hybrid Electric,,,,,19.0,24.0,21.0,Auto,,SI,3.0L,6,,,""
SUV,GLE 580 4MATIC,2020,Mercedes-Benz,Hybrid Electric,,,,,17.0,21.0,19.0,Auto,,SI,4.0L,8,,,""
SUV,GLS 450 4MATIC,2020,Mercedes-Benz,Hybrid Electric,,,,,19.0,23.0,21.0,Auto,,SI,3.0L,6,,,""
SUV,GLS 580 4MATIC,2020,Mercedes-Benz,Hybrid Electric,,,,,16.0,21.0,18.0,Auto,,SI,4.0L,8,,,""
SUV,S 560e,2020,Mercedes-Benz,Plug-in Hybrid Electric,19,64.0,,,21.0,26.0,23.0,Auto,,SI,3.0L,6,,,""
Sedan/Wagon,Cooper SE Countryman ALL4,2020,Mini,Plug-in Hybrid Electric,18,,,73.0,29.0,30.0,29.0,Auto,,SI,1.5L,3,,,""
Sedan/Wagon,Cooper SE Hardtop 2 door,2020,Mini,Electric,110,115.0,100.0,108.0,,,,Auto,,e-motor,135 kW electric motor,,,,""
SUV,Outlander PHEV,2020,Mitsubishi,Plug-in Hybrid Electric,22,,,74.0,25.0,26.0,25.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,Leaf (40 kWh battery pack),2020,Nissan,Electric,149,123.0,99.0,111.0,,,,Auto,,e-motor,110 kW electric motor,,,,""
Sedan/Wagon,Leaf (62 kWh battery pack),2020,Nissan,Electric,226,118.0,97.0,108.0,,,,Auto,,e-motor,160 kW electric motor,,,,""
Sedan/Wagon,Leaf SV/SL (62 kWh battery pack),2020,Nissan,Electric,215,114.0,94.0,104.0,,,,Auto,,e-motor,160 kW electric motor,,,,""
Sedan/Wagon,Polestar I,2020,Polestar Automotive USA,Plug-in Hybrid Electric,52,,,58.0,22.0,31.0,26.0,Auto,,SI,2.0L,4,,,""
SUV,Cayenne e-Hybrid,2020,Porsche,Plug-in Hybrid Electric,14,41.0,,,20.0,22.0,21.0,Auto,,SI,3.0L ,6,,,""
SUV,Cayenne e-Hybrid Coupe,2020,Porsche,Plug-in Hybrid Electric,14,41.0,,,20.0,22.0,21.0,Auto,,SI,3.0L ,6,,,""
SUV,Cayenne Turbo S e-Hybrid,2020,Porsche,Plug-in Hybrid Electric,12,39.0,,,16.0,20.0,18.0,Auto,,SI,4.0L,8,,,""
SUV,Cayenne Turbo S e-Hybrid Coupe,2020,Porsche,Plug-in Hybrid Electric,12,39.0,,,16.0,20.0,18.0,Auto,,SI,4.0L,8,,,""
Sedan/Wagon,Panamera 4 e-Hybrid,2020,Porsche,Plug-in Hybrid Electric,14,,,51.0,21.0,24.0,23.0,Auto,,SI,2.9L,6,,,""
Sedan/Wagon,Panamera 4 e-Hybrid Executive,2020,Porsche,Plug-in Hybrid Electric,14,,,51.0,21.0,24.0,23.0,Auto,,SI,2.9L,6,,,""
Sedan/Wagon,Panamera 4 e-Hybrid ST,2020,Porsche,Plug-in Hybrid Electric,14,,,51.0,21.0,24.0,23.0,Auto,,SI,2.9L,6,,,""
Sedan/Wagon,Panamera Turbo S e-Hybrid,2020,Porsche,Plug-in Hybrid Electric,14,,,48.0,19.0,22.0,20.0,Auto,,SI,4.0L,8,,,""
Sedan/Wagon,Panamera Turbo S e-Hybrid Executive,2020,Porsche,Plug-in Hybrid Electric,14,,,48.0,19.0,22.0,20.0,Auto,,SI,4.0L,8,,,""
Sedan/Wagon,Panamera Turbo S e-Hybrid ST,2020,Porsche,Plug-in Hybrid Electric,14,,,48.0,19.0,22.0,20.0,Auto,,SI,4.0L,8,,,""
Sedan/Wagon,Taycan 4S Perf Battery Plus,2020,Porsche,Electric,203,68.0,69.0,71.0,,,,Auto,,e-motor,120 kW electric motor,,,,""
Sedan/Wagon,Taycan Turbo,2020,Porsche,Electric,201,68.0,69.0,71.0,,,,Auto,,e-motor,170 kW electric motor,,,,""
Sedan/Wagon,Taycan Turbo S,2020,Porsche,Electric,192,67.0,68.0,68.0,,,,Auto,,e-motor,170 kW electric motor,,,,""
Pickup,1500 2WD,2020,Ram,Hybrid Electric,,,,,17.0,23.0,19.0,Auto,,SI,5.7L,8,,,""
Pickup,1500 2WD,2020,Ram,Hybrid Electric,,,,,20.0,25.0,22.0,Auto,,SI,3.6L,6,,,""
Pickup,1500 4WD,2020,Ram,Hybrid Electric,,,,,19.0,24.0,21.0,Auto,,SI,3.6L,6,,,""
Pickup,1500 4WD,2020,Ram,Hybrid Electric,,,,,17.0,22.0,19.0,Auto,,SI,5.7L,8,,,""
Pickup,1500 HFE 2WD,2020,Ram,Hybrid Electric,,,,,20.0,26.0,23.0,Auto,,SI,3.6L,6,,,""
SUV,Crosstrek Hybrid AWD,2020,Subaru,Plug-in Hybrid Electric,17,,,90.0,36.0,35.0,35.0,Auto,,"",2.0L,4,,,""
Sedan/Wagon,Model 3 Long Range,2020,Tesla,Electric,330,136.0,123.0,130.0,,,,Auto,,e-motor,211 kW electric motor,,,,""
Sedan/Wagon,Model 3 Long Range AWD,2020,Tesla,Electric,322,124.0,116.0,121.0,,,,Auto,,e-motor,147 kW and 188 kW electric motor,,,,""
Sedan/Wagon,"Model 3 Long Range Performance AWD (18"" Wheels)",2020,Tesla,Electric,322,124.0,116.0,121.0,,,,Auto,,e-motor,147 kW and 188 kW electric motor,,,,"This model is also available with 19"" or 20"" wheels, at reduced fuel economy and range."
Sedan/Wagon,Model 3 Mid Range,2020,Tesla,Electric,264,128.0,117.0,123.0,,,,Auto,,e-motor,211 kW electric motor,,,,""
Sedan/Wagon,Model 3 Standard Range,2020,Tesla,Electric,220,138.0,124.0,133.0,,,,Auto,,e-motor,211 kW electric motor,,,,""
Sedan/Wagon,Model 3 Standard Range Plus,2020,Tesla,Electric,250,148.0,141.0,132.0,,,,Auto,,e-motor,211 kW electric motor,,,,""
Sedan/Wagon,Model S Long Range,2020,Tesla,Electric,373,115.0,107.0,111.0,,,,Auto,,e-motor,193 kW and 205 kW electric motor,,,,""
Sedan/Wagon,Model S Long Range Plus,2020,Tesla,Electric,402,121.0,112.0,117.0,,,,Auto,,e-motor,193 kW and 375 kW electric motor,,,,""
Sedan/Wagon,"Model S Performance (19"" Wheels)",2020,Tesla,Electric,348,104.0,104.0,104.0,,,,Auto,,e-motor,193 kW and 205 kW electric motor,,,,"This model is also available with 21"" wheels, at reduced fuel economy and 326 miles range."
Sedan/Wagon,Model S Standard Range,2020,Tesla,Electric,287,113.0,105.0,109.0,,,,Auto,,e-motor,193 kW and 205 kW electric motor,,,,""
SUV,Model X Long Range,2020,Tesla,Electric,328,99.0,93.0,96.0,,,,Auto,,e-motor,193 and 205 kW electric motor,,,,""
SUV,"Model X Performance (20"" Wheels)",2020,Tesla,Electric,305,90.0,89.0,90.0,,,,Auto,,e-motor,205 and 375 kW electric motors,,,,"This model is also available with 22"" wheels, at reduced fuel economy and 272 miles range."
SUV,Model X Standard Range,2020,Tesla,Electric,258,105.0,98.0,101.0,,,,Auto,,e-motor,193 and 205 kW electric motor,,,,""
SUV,Model Y Long Range AWD,2020,Tesla,Electric,316,127.0,114.0,121.0,,,,Auto,,e-motor,158 and 203 kW electric motors,,,,""
SUV,Model Y Performance AWD,2020,Tesla,Electric,315,129.0,112.0,121.0,,,,Auto,,e-motor,147 and 211 kW electric motors,,,,""
SUV,"Model Y Performance AWD (21"" wheels)",2020,Tesla,Electric,291,116.0,106.0,111.0,,,,Auto,,e-motor,158 and 219 kW electric motors,,,,""
Sedan/Wagon,Avalon Hybrid,2020,Toyota,Hybrid Electric,,,,,43.0,43.0,43.0,Auto,,SI,2.5L,4,,,""
Sedan/Wagon,Avalon Hybrid XLE,2020,Toyota,Hybrid Electric,,,,,43.0,44.0,44.0,Auto,,SI,2.5L,4,,,""
Sedan/Wagon,Camry Hybrid LE,2020,Toyota,Hybrid Electric,,,,,51.0,53.0,52.0,Auto,,SI,2.5L,4,,,""
Sedan/Wagon,Camry Hybrid XLE/SE,2020,Toyota,Hybrid Electric,,,,,44.0,47.0,46.0,Auto,,SI,2.5L,4,,,""
Sedan/Wagon,Corolla Hybrid,2020,Toyota,Hybrid Electric,,,,,53.0,52.0,52.0,Auto,,SI,1.8L,4,,,""
SUV,Highlander Hybrid,2020,Toyota,Hybrid Electric,,,,,36.0,35.0,36.0,Auto,,SI,2.5L,4,,,""
SUV,Highlander Hybrid AWD,2020,Toyota,Hybrid Electric,,,,,35.0,35.0,35.0,Auto,,SI,3.5L,6,,,""
SUV,Highlander Hybrid AWD LTD/PLAT,2020,Toyota,Hybrid Electric,,,,,35.0,34.0,35.0,Auto,,SI,3.5L,6,,,""
Sedan/Wagon,Mirai,2020,Toyota,Hydrogen Fuel Cell,,67.0,67.0,67.0,,,,Auto,,SI,113 kW electric motor,,,,""
Sedan/Wagon,Prius,2020,Toyota,Hybrid Electric,,,,,54.0,50.0,52.0,Auto,,SI,1.8L,4,,,""
Sedan/Wagon,Prius AWD,2020,Toyota,Hybrid Electric,,,,,52.0,48.0,50.0,Auto,,SI,1.8L,4,,,""
Sedan/Wagon,Prius Eco,2020,Toyota,Hybrid Electric,,,,,58.0,53.0,56.0,Auto,,SI,1.8L,4,,,""
Sedan/Wagon,Prius Prime,2020,Toyota,Plug-in Hybrid Electric,25,,,133.0,55.0,53.0,54.0,Auto,,"",1.8L,4,,,""
SUV,RAV4 Hybrid AWD,2020,Toyota,Hybrid Electric,,,,,41.0,38.0,40.0,Auto,,SI,2.5L,4,,,""
Sedan/Wagon,e-Golf,2020,Volkswagen,Electric,123,122.0,104.0,113.0,,,,Auto,,e-motor,100 kW electric motor,,,,""
Sedan/Wagon,S60 AWD,2020,Volvo,Plug-in Hybrid Electric,22,,,69.0,28.0,33.0,30.0,Auto,,SI,2.0L,4,,,""
Sedan/Wagon,S90 AWD,2020,Volvo,Plug-in Hybrid Electric,21,,,60.0,28.0,31.0,30.0,Auto,,SI,2.0L,4,,,""
SUV,V60 AWD,2020,Volvo,Plug-in Hybrid Electric,22,,,69.0,28.0,33.0,30.0,Auto,,SI,2.0L,4,,,""
SUV,XC60 AWD,2020,Volvo,Plug-in Hybrid Electric,19,,,57.0,26.0,28.0,27.0,Auto,,SI,2.0L,4,,,""
SUV,XC90 AWD,2020,Volvo,Plug-in Hybrid Electric,18,,,55.0,26.0,28.0,27.0,Auto,,SI,2.0L,4,,,""
Street Sweeper,ACMD-Xpert,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,
Refuse,ACMD-Xpert,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,""
Vocational/Cab Chassis,ACMD-Xpert,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero,
Street Sweeper,ACX-Xpeditor ,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,""
Refuse,ACX-Xpeditor ,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport ISX12N 11.9L Near Zero|Cummins Westport L9N 8.9L Near Zero,
Vocational/Cab Chassis,ACX-Xpeditor ,,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport L9N 8.9L Near Zero|Cummins Westport ISX12N 11.9L Near Zero,
Vocational/Cab Chassis,DC-64,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport ISX12N 11.9L Near Zero,"Available in Mixer, Dump, or Refuse/Rolloff configurations"
Refuse,DC-64R,,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,"",Allison,,,,"",Cummins Westport ISX12N 11.9L Near Zero,""
Passenger Van/Shuttle Bus,All American Activity,,Blue Bird,CNG - Compressed Natural Gas,,,,,,,,"","",,,,84,Cummins Westport L9N 8.9L Near Zero,
School Bus,All American Rear Engine,,Blue Bird,CNG - Compressed Natural Gas,,,,,,,,"","",,,,84,Cummins Westport L9N 8.9L Near Zero,
School Bus,All American RE Electric,,Blue Bird,Electric,,,,,,,,Automatic,"",,,,84,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range
Passenger Van/Shuttle Bus,All American RE Electric Activity,,Blue Bird,Electric,,,,,,,,Automatic,"",,,,84,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range
Passenger Van/Shuttle Bus,Micro Bird Activity G5 Electric,,Blue Bird,Electric,,,,,,,,"","",,,,30,"",According to manufacturer: 88 kWh battery; up to 100 miles range
School Bus,Micro Bird G5,,Blue Bird,Propane,,,,,,,,"","",,,,30,Ford 7.3L V8,""
Passenger Van/Shuttle Bus,Micro Bird G5 Activity,,Blue Bird,Propane,,,,,,,,"","",,,,25,Ford 7.3L V8,""
School Bus,Micro Bird G5 Electric,,Blue Bird,Electric,,,,,,,,"","",,,,30,"",According to manufacturer: 88 kWh battery; up to 100 miles range
School Bus,Vision,,Blue Bird,Propane,,,,,,,,Automatic,"",,,,83,Ford 7.3L V8,""
School Bus,Vision,,Blue Bird,CNG - Compressed Natural Gas,,,,,,,,Automatic,"",,,,77,Ford 6.8L V10,""
Passenger Van/Shuttle Bus,Vision Activity,,Blue Bird,Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,78,Ford 7.3L V8|Ford 6.8L V10,""
School Bus,Vision Electric,,Blue Bird,Electric,,,,,,,,Automatic,"",,,,77,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range
Passenger Van/Shuttle Bus,Vision Electric Activity,,Blue Bird,Electric,,,,,,,,Automatic,"",,,,77,Cummins PowerDrive 7000 EV,According to manufacturer: 160 kWh battery; up to 120 miles range
Transit Bus,23' Electric Motor Coach,,BYD,Electric,,,,,,,,"",BYD,,,,16,BYD 150 kWx2 in-wheel motor,According to manufacturer: 121kWh battery; up to 125 miles range
Transit Bus,30' Electric transit,,BYD,Electric,,,,,,,,"",BYD,,,,22,BYD 90 kWx2 in-wheel motor,According to manufacturer: 215kWh battery; up to 150 miles range
Transit Bus,35' Double Decker Electric Bus,,BYD,Electric,,,,,,,,"",BYD,,,,51,BYD 180 kWx2 in-wheel motor,According to manufacturer: 313kWh battery; up to 200 miles range
Transit Bus,35' Electric Motor Coach,,BYD,Electric,,,,,,,,"",BYD,,,,41,BYD 180 kWx2 in-wheel motor,According to manufacturer: 313kWh battery; up to 200 miles range
Transit Bus,35' Electric Transit,,BYD,Electric,,,,,,,,"",BYD,,,,32,BYD 100 kWx2 in-wheel motor,According to manufacturer: 266kWh battery; up to 215 miles range
Transit Bus,40' Electric Motor Coach,,BYD,Electric,,,,,,,,"",BYD,,,,49,BYD 180 kWx2 in-wheel motor,According to manufacturer: 352kWh battery; up to 200 miles range
Transit Bus,40' Electric Transit,,BYD,Electric,,,,,,,,"",BYD,,,,37,BYD 150 kWx2 in-wheel motor,According to manufacturer: 352kWh battery; up to 177 miles range
Transit Bus,45' Double Decker Electric Bus,,BYD,Electric,,,,,,,,"",BYD,,,,77,BYD 180 kWx2 in-wheel motor,According to manufacturer: 446kWh battery; up to 230 miles range
Transit Bus,45' Electric Motor Coach,,BYD,Electric,,,,,,,,"",BYD,,,,57,BYD 180 kWx2 in-wheel motor,According to manufacturer: 446kWh battery; up to 230 miles range
Transit Bus,60' Electric Transit,,BYD,Electric,,,,,,,,"",BYD,,,,55,BYD 180 kWx2 in-wheel motor,According to manufacturer: 446kWh battery; up to 220 miles range
Vocational/Cab Chassis,6F,,BYD,Electric,,,,,,,,"",BYD,,,,"","","According to manufacturer: 26,000 lbs GVWR; 335 HP; 1,328 lb-ft torque"
Refuse,6R,,BYD,Electric,,,,,,,,"",BYD,,,,"","","According to manufacturer: 26,000 lbs GVWR; 335 HP; 1,328 lb-ft torque"
Refuse,8R,,BYD,Electric,,,,,,,,"",BYD,,,,"","","According to manufacturer: 66,000 lbs GVWR; 402 HP; 812 lb-ft torque"
Tractor,8TT Day Cab,,BYD,Electric,,,,,,,,Automatic,BYD,,,,"","","According to manufacturer: 105,000 lbs GCWR; 483 HP; 1,770 lb-ft torque"
Tractor,8Y Yard Truck,,BYD,Electric,,,,,,,,"",BYD,,,,"","","According to manufacturer: 105,000 lbs GCWR; 483 HP; 1,770 lb-ft torque"
Van,V8100 Panel Van,,Chanje,Electric,,,,,,,,"","",,,,"",Chanje Synchronous permanent magnet dual motor system,
Vocational/Cab Chassis,3500/4500 Low Cab Forward,,Chevrolet,Propane|CNG - Compressed Natural Gas|Propane - Bi-fuel|CNG - Bi-fuel,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
Vocational/Cab Chassis,3500/4500 Low Cab Forward ,,Chevrolet,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 3.0L I-4,
Van,Express 2500/3500,,Chevrolet,CNG - Compressed Natural Gas|CNG - Bi-fuel|Propane - Bi-fuel|Ethanol (E85)|Propane,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
Passenger Van/Shuttle Bus,Express 2500/3500,,Chevrolet,Propane - Bi-fuel|Propane|Ethanol (E85)|CNG - Compressed Natural Gas|CNG - Bi-fuel,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
Passenger Van/Shuttle Bus,Express 2500/3500,,Chevrolet,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 2.8L I4,""
Van,Express 2500/3500,,Chevrolet,Biodiesel (B20),,,,,,,,"","",,,,"",GMC 2.8L I4,""
Vocational/Cab Chassis,Express 3500/4500 Cutaway,,Chevrolet,Ethanol (E85)|CNG - Bi-fuel|Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas,,,,,,,,"","",,,,"",GMC 6.0L V8,"GM offers a 6.0L ""prep ready"" engine for organizations wanting to convert this vehicle to propane or natural gas operation."
